nake_name,version,no_valid_file,model_i0_index,model_i1_index,model_i2_index,model_i3_index,model_i4_index,model_i5_index,model_i6_index,model_i7_index,model_i8_index,model_i9_index,model_i10_index,model_i11_index,model_i12_index,Seq_Length,length
AnnualReport-10K/Filing Date - 2010-Jun-07 - FLAF.PK - Farm Lands of Africa Inc - 10-K - — - 10879850.pdf,0.1.1,true,,,,,,,,,,,,,,60,0
AnnualReport-10K/Filing Date - 2011-Nov-14 - STNT.PK - Stevia Nutra Corp - 10-K - — - 111197877.pdf,0.1.1,true,,,,,,,,,,,,,,60,0
"AnnualReport-10K/Filing Date - 2021-Aug-02 - GNVR.PK - Genvor Inc - 10-K - Allure Worldwide, Inc. 10-K - 211135340.pdf",0.1.1,true,,,,,,,,,,,,,,60,0
"AnnualReport-10K/Filing Date - 2022-Mar-29 - UGRO.OQ - urban-gro Inc - 10-K - urban-gro, Inc. 10-K - 22780819.pdf",0.1.1,false,0.017125578597187996,0.011999476701021194,0.011376922950148582,0.028061628341674805,0.0053737987764179707,0.029025539755821228,0.10211854428052902,0.010487709194421768,0.0574037991464138,0.14704366028308868,0.026667831465601921,0.049471084028482437,0.00018202535284217447,60,24832
AnnualReport-10K/Filing Date - 2003-Mar-19 - ANDE.OQ - Andersons Inc - 10-K - — - 03609545.pdf,0.1.1,false,0.0076399384997785091,0.045340932905673981,0.0034215077757835388,0.067425362765789032,0.061671610921621323,0.013582929968833923,0.026886057108640671,0.0025431928224861622,0.1273856908082962,0.0545528419315815,0.0079599712044000626,0.025369154289364815,0.0001795182324713096,60,5377
AnnualReport-10K/Filing Date - 2023-Feb-22 - FDP.N - Fresh Del Monte Produce I... - 10-K - FRESH DEL MONTE PRODUCE INC 10-K - 23653037.pdf,0.1.1,false,0.0070936973206698895,0.008382692001760006,0.0054010688327252865,0.00963768269866705,0.012131160125136375,0.011667577549815178,0.037225291132926941,0.0064961444586515427,0.049462031573057175,0.12308452278375626,0.0087330695241689682,0.032820772379636765,0.00013599699013866484,60,97281
AnnualReport-10K/Filing Date - 2020-Mar-16 - PME.OQ^C23 - Pingtan Marine Enterprise... - 10-K - ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF T... - 20717707.pdf,0.1.1,false,0.0084407590329647064,0.0045001436956226826,0.003774154931306839,0.028085675090551376,0.016067298129200935,0.01322766300290823,0.04103400930762291,0.010662233456969261,0.060299351811409,0.14662116765975952,0.013552333228290081,0.048461820930242538,0.00078065891284495592,60,36097
AnnualReport-10K/Filing Date - 2001-Mar-30 - HORTQ.PK^D09 - Hines Horticulture Inc - 10-K - — - 01587804.pdf,0.1.1,false,0.0094477096572518349,0.018767599016427994,0.012755428440868855,0.042023640125989914,0.00753232603892684,0.007543979212641716,0.0360199473798275,0.0030348321888595819,0.033208884298801422,0.1774168461561203,0.014546822756528854,0.017959896475076675,0.00018691059085540473,60,15874
AnnualReport-10K/Filing Date - 2010-Apr-14 - CDKG.PK^D19 - China Du Kang Co Ltd - 10-K - — - 10749030.pdf,0.1.1,false,0.012428136542439461,0.0036897424142807722,0.0032031869050115347,0.0084997424855828285,0.012967886403203011,0.0081722959876060486,0.02348225936293602,0.00869763270020485,0.059118576347827911,0.13757455348968506,0.013581355102360249,0.062480442225933075,0.00094876257935538888,60,15107
AnnualReport-10K/Filing Date - 2018-Feb-26 - ANDE.OQ - Andersons Inc - 10-K - ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF T... - 18641871.pdf,0.1.1,false,0.0025306469760835171,0.0087088122963905334,0.0063075344078242779,0.01029545720666647,0.050376702100038528,0.016280243173241615,0.046900335699319839,0.0045552426017820835,0.056934837251901627,0.18914797902107239,0.0098071014508605,0.029470663517713547,0.00025056261802092195,60,34563
AnnualReport-10K/Filing Date - 2014-Feb-28 - ANDE.OQ - Andersons Inc - 10-K - — - 14653339.pdf,0.1.1,false,0.0044951639138162136,0.010545467957854271,0.0061293807812035084,0.016364460811018944,0.04893786832690239,0.013599153608083725,0.035718817263841629,0.0029357096645981073,0.0552811399102211,0.1892351508140564,0.0068324543535709381,0.025187773630023003,0.00024965309421531856,60,44291
AnnualReport-10K/Filing Date - 2013-Apr-15 - MJNE.PK - MJ Holdings Inc - 10-K - — - 13760297.pdf,0.1.1,false,0.0050413100980222225,0.0014933579368516803,0.0015353580238297582,0.002008070470765233,0.0026346766389906406,0.025824852287769318,0.030967256054282188,0.0082662208005785942,0.083109647035598755,0.13547061383724213,0.030904157087206841,0.038625888526439667,0.00066666415659710765,60,10500
AnnualReport-10K/Filing Date - 2018-Mar-14 - PME.OQ^C23 - Pingtan Marine Enterprise... - 10-K - — - 18689518.pdf,0.1.1,false,0.0094485795125365257,0.00547812832519412,0.0040708663873374462,0.040713079273700714,0.017036397010087967,0.01521067600697279,0.044549956917762756,0.014536337926983833,0.055565532296895981,0.12409108877182007,0.011786557734012604,0.035106830298900604,0.0008901180699467659,60,44036
AnnualReport-10K/Filing Date - 2012-Mar-13 - GLPH.PK^I21 - Gala Pharmaceutical Inc - 10-K - — - 12686632.pdf,0.1.1,false,0.018701223656535149,0.0049005053006112576,0.0029334153514355421,0.0047964989207684994,0.0028801755979657173,0.042770706117153168,0.04415975883603096,0.019402114674448967,0.054340563714504242,0.12025029957294464,0.029026079922914505,0.02179037407040596,0.00017958231910597533,60,5637
AnnualReport-10K/Filing Date - 2008-Mar-14 - FEEDQ.PK^D14 - AgFeed Industries Inc - 10-K - — - 08687381.pdf,0.1.1,false,0.01003290805965662,0.015016660094261169,0.0059742159210145473,0.032064616680145264,0.01540256105363369,0.010701749473810196,0.032978221774101257,0.0051383795216679573,0.044094979763031006,0.15812645852565765,0.01399072352796793,0.061880797147750854,0.000855635036714375,60,25349
AnnualReport-10K/Filing Date - 2006-Dec-14 - — - Pilgrim's Pride Corporati... - 10-K - — - 061276998.pdf,0.1.1,false,0.003747937036678195,0.011113465763628483,0.0044414480216801167,0.017794068902730942,0.021421579644083977,0.017035627737641335,0.0736614465713501,0.0067866072058677673,0.052432157099246979,0.18017318844795227,0.011892048642039299,0.039384476840496063,0.00016784649051260203,60,24838
AnnualReport-10K/Filing Date - 2017-Jun-29 - SHMP.PK - NaturalShrimp Inc - 10-K - ANNUALREPORT PURSUANT TO SECTION 13 OR 15(d) OF TH... - 17938616.pdf,0.1.1,false,0.013461943715810776,0.010897248052060604,0.0072275539860129356,0.035839956253767014,0.0095318583771586418,0.016099553555250168,0.0386655367910862,0.0052710911259055138,0.065612263977527618,0.15141631662845612,0.012700646184384823,0.033329226076602936,0.00016259370022453368,60,29446
AnnualReport-10K/Filing Date - 2013-Feb-19 - FDP.N - Fresh Del Monte Produce I... - 10-K - — - 13624446.pdf,0.1.1,false,0.0091939745470881462,0.013426282443106174,0.0083127059042453766,0.018348690122365952,0.020921600982546806,0.01466616615653038,0.048942394554615021,0.0076349158771336079,0.044897589832544327,0.19473043084144592,0.016246423125267029,0.049738753587007523,0.00020106574811507016,60,39430
AnnualReport-10K/Filing Date - 2000-Jun-27 - STW.N^E05 - Standard Commercial Corp - 10-K - — - 00661201.pdf,0.1.1,false,0.0097741438075900078,0.010399819351732731,0.002501228591427207,0.014127312228083611,0.028685931116342545,0.012763571925461292,0.063146829605102539,0.0085656000301241875,0.046816341578960419,0.15100474655628204,0.026613589376211166,0.061424516141414642,0.00068725907476618886,60,16647
AnnualReport-10K/Filing Date - 2022-Mar-15 - MILC.PK - Millennium Sustainable Ve... - 10-K - Millennium Sustainable Ventures Corp. 10-K - 22742029.pdf,0.1.1,false,0.0095848916098475456,0.013986543752253056,0.0808519795536995,0.026661396026611328,0.016336694359779358,0.012858135625720024,0.0666114091873169,0.0093480348587036133,0.075235851109027863,0.14292106032371521,0.012272856198251247,0.052860770374536514,0.00015692663146182895,60,20999
AnnualReport-10K/Filing Date - 2009-Mar-30 - MJTK.PK^D21 - CannaSys Inc - 10-K - — - 09713565.pdf,0.1.1,false,0.023423515260219574,0.0058039119467139244,0.0026110420003533363,0.0034567231778055429,0.0026925243437290192,0.038540676236152649,0.036910343915224075,0.026704289019107819,0.096716932952404022,0.081437431275844574,0.023846251890063286,0.040973514318466187,9.2582835350185633e-05,60,10249
AnnualReport-10K/Filing Date - 2013-Mar-29 - VIFL.OQ^C14 - Food Technology Service I... - 10-K - — - 13726702.pdf,0.1.1,false,0.0027027749456465244,0.011127511039376259,0.0029953033663332462,0.010793948546051979,0.0099425213411450386,0.0094989873468875885,0.0737360417842865,0.0054795681498944759,0.052668992429971695,0.12100246548652649,0.0042118029668927193,0.011710211634635925,0.0001370934332953766,60,6410
AnnualReport-10K/Filing Date - 2008-Nov-21 - NUIN.PK^K18 - Nutrastar International I... - 10-K - — - 081205087.pdf,0.1.1,false,0.0014759633922949433,0.00065352529054507613,0.00090741773601621389,0.0014112063217908144,0.0072417999617755413,0.006333645898848772,0.015530841425061226,0.0021028933115303516,0.1019008681178093,0.16374100744724274,0.0056561920791864395,0.03209112212061882,0.00016125947877299041,60,8714
AnnualReport-10K/Filing Date - 2014-Jul-29 - CDKG.PK^D19 - China Du Kang Co Ltd - 10-K - — - 141000714.pdf,0.1.1,false,0.01076145377010107,0.00466897850856185,0.0050139562226831913,0.01036086305975914,0.010509773157536983,0.0058497502468526363,0.019265810027718544,0.0064284256659448147,0.046623717993497849,0.11728354543447495,0.012397324666380882,0.02640361525118351,0.00098229642026126385,60,19466
AnnualReport-10K/Filing Date - 2009-Dec-14 - ALCO.OQ - Alico Inc - 10-K - — - 091239216.pdf,0.1.1,false,0.0079887481406331062,0.0056046941317617893,0.0087759718298912048,0.017486404627561569,0.017757603898644447,0.013105850666761398,0.020644050091505051,0.0062052211724221706,0.050878521054983139,0.14493575692176819,0.0090684117749333382,0.035536047071218491,0.00030071154469624162,60,24842
AnnualReport-10K/Filing Date - 2011-Sep-27 - SANW.OQ - S&W Seed Co - 10-K - — - 111108098.pdf,0.1.1,false,0.010814724490046501,0.010944252833724022,0.0092905331403017044,0.034759219735860825,0.01149904727935791,0.014333056285977364,0.047471154481172562,0.0088051622733473778,0.039158046245574951,0.18202023208141327,0.017346549779176712,0.079037711024284363,0.00027832502382807434,60,25354
AnnualReport-10K/Filing Date - 2011-Jan-26 - LMNR.OQ - Limoneira Co - 10-K - — - 11549760.pdf,0.1.1,false,0.022396747022867203,0.00882499385625124,0.0078772269189357758,0.045582566410303116,0.00872812606394291,0.0086887888610363,0.034667644649744034,0.0057956967502832413,0.043126717209815979,0.156511589884758,0.014172242023050785,0.04544820636510849,0.00026434211758896708,60,41482
AnnualReport-10K/Filing Date - 2020-May-14 - AIFM.PK - Aifarm Ltd - 10-K - ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF T... - 20878986.pdf,0.1.1,false,0.0053147743456065655,0.0059992619790136814,0.021932637318968773,0.013373007066547871,0.010584587231278419,0.019930114969611168,0.026598989963531494,0.0064677158370614052,0.10238111019134521,0.078285142779350281,0.020106393843889236,0.040959503501653671,0.0011194903636351228,60,8459
AnnualReport-10K/Filing Date - 2014-Oct-30 - URBF.PK - Urban Barns Foods Inc - 10-K - {X} ANNUAL REPORT TO SECTION 13 OR 15(d) OF THE SE... - 141181357.pdf,0.1.1,false,0.010908792726695538,0.0057507399469614029,0.015930227935314178,0.014557605609297752,0.0055210529826581478,0.017957355827093124,0.033204611390829086,0.011030678637325764,0.056038305163383484,0.15101687610149384,0.015869945287704468,0.035303361713886261,0.00041092647006735206,60,12811
AnnualReport-10K/Filing Date - 2019-Nov-06 - CHSCP.OQ - CHS Inc - 10-K - ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF T... - 191196806.pdf,0.1.1,false,0.0073387767188251019,0.0082594044506549835,0.0081451451405882835,0.0089550474658608437,0.068610899150371552,0.010593184269964695,0.04363400861620903,0.006075042299926281,0.064419522881507874,0.112812839448452,0.015817288309335709,0.034543383866548538,0.00019874842837452888,60,67084
AnnualReport-10K/Filing Date - 2018-Jul-31 - GRAS.PK^H19 - Greenfield Farms Food Inc - 10-K - — - 18979576.pdf,0.1.1,false,0.0099931666627526283,0.0013618789380416274,0.0022089679259806871,0.002006924943998456,0.0049481857568025589,0.010277532041072845,0.02735433354973793,0.00889858603477478,0.078830510377883911,0.11360709369182587,0.0077517200261354446,0.017671750858426094,0.00034837354905903339,60,13324
AnnualReport-10K/Filing Date - 2011-Mar-31 - GRLD.PK^J19 - American Patriot Brands I... - 10-K - — - 11725199.pdf,0.1.1,false,0.0023204858880490065,0.0028486563824117184,0.0078044915571808815,0.0038357560988515615,0.0071918382309377193,0.011470711790025234,0.016830114647746086,0.0038863278459757566,0.10226666927337646,0.10591968894004822,0.010804981924593449,0.018606504425406456,0.0001832824491430074,60,5645
AnnualReport-10K/Filing Date - 2013-Mar-28 - MJTK.PK^D21 - CannaSys Inc - 10-K - — - 13725065.pdf,0.1.1,false,0.029003763571381569,0.0006389799527823925,0.00231233611702919,0.0042432667687535286,0.0029390810523182154,0.012469294480979443,0.03751823678612709,0.0060757244937121868,0.092607267200946808,0.097988195717334747,0.020926447585225105,0.039069898426532745,0.00013295853568706661,60,8206
AnnualReport-10K/Filing Date - 2023-Nov-17 - OGAA.PK - Organic Agricultural Co L... - 10-K - Organic Agricultural Co Ltd 10-K - 231420105.pdf,0.1.1,false,0.0035335242282599211,0.0033607825171202421,0.0041042184457182884,0.0079412506893277168,0.0071710576303303242,0.0098124006763100624,0.049234803766012192,0.0070346388965845108,0.076333299279212952,0.10716983675956726,0.01128313597291708,0.0610811710357666,0.00076595874270424247,60,17166
AnnualReport-10K/Filing Date - 2011-Sep-28 - CSWG.PK^C17 - Sen Yu International Hold... - 10-K - — - 111112960.pdf,0.1.1,false,0.0097373994067311287,0.012171822600066662,0.00594449695199728,0.010166415013372898,0.015484479255974293,0.013181009329855442,0.042058676481246948,0.00971330888569355,0.047147214412689209,0.1379052996635437,0.019928859546780586,0.059999328106641769,0.0010081614600494504,60,29710
AnnualReport-10K/Filing Date - 2012-Jan-24 - COWP.PK - Canal Capital Corp - 10-K - — - 12541074.pdf,0.1.1,false,0.019823892042040825,0.0041363169439136982,0.0046629561111330986,0.0049410741776227951,0.0086504081264138222,0.0076427338644862175,0.034374628216028214,0.001519158948212862,0.054481208324432373,0.17964428663253784,0.00904691219329834,0.044414602220058441,0.00023398092889692634,60,14096
AnnualReport-10K/Filing Date - 2002-Nov-26 - — - Minn-Dak Farmers Cooperat... - 10-K - — - 02840724.pdf,0.1.1,false,0.0079245856031775475,0.017864717170596123,0.01049492321908474,0.019467270001769066,0.0538465715944767,0.012835707515478134,0.042748630046844482,0.0076768826693296432,0.04729839414358139,0.12953950464725494,0.01700630784034729,0.047050967812538147,0.00030432880157604814,60,15120
AnnualReport-10K/Filing Date - 2005-Aug-11 - CALM.OQ - Cal-Maine Foods Inc - 10-K - — - 051016074.pdf,0.1.1,false,0.0051793837919831276,0.016524141654372215,0.0033582728356122971,0.015501387417316437,0.019398504868149757,0.00765099935233593,0.04389277845621109,0.0050218380056321621,0.049939393997192383,0.18173614144325256,0.0098586035892367363,0.035253453999757767,0.00022630354214925319,60,18704
AnnualReport-10K/Filing Date - 2000-Nov-28 - AGX.N^D01 - Agribrands International ... - 10-K - — - 00778201.pdf,0.1.1,false,0.0064966976642608643,0.0060240458697080612,0.0029936160426586866,0.012379149906337261,0.014916585758328438,0.012932888232171535,0.054698500782251358,0.0067061185836791992,0.041311796754598618,0.14653918147087097,0.015823597088456154,0.043816737830638885,0.0002700772020034492,60,26896
AnnualReport-10K/Filing Date - 2010-Mar-08 - FEEDQ.PK^D14 - AgFeed Industries Inc - 10-K - — - 10664634.pdf,0.1.1,false,0.013976672664284706,0.011896107345819473,0.0068154977634549141,0.055672228336334229,0.014035023748874664,0.014645944349467754,0.043805476278066635,0.0069691445678472519,0.03353351354598999,0.16791439056396484,0.020178398117423058,0.061391431838274,0.00072199321584776044,60,29712
AnnualReport-10K/Filing Date - 2004-Mar-30 - — - American Seafoods Group L... - 10-K - — - 04699871.pdf,0.1.1,false,0.026579387485980988,0.014679231680929661,0.0045505017042160034,0.0404772087931633,0.032116144895553589,0.01285109668970108,0.037735104560852051,0.0080228578299283981,0.041281778365373611,0.17220589518547058,0.010006574913859367,0.028971707448363304,0.00031502268393523991,60,34064
AnnualReport-10K/Filing Date - 2012-Apr-11 - — - Steele Resources Corp - 10-K - — - 12752665.pdf,0.1.1,false,0.0024141657631844282,0.0065186759456992149,0.00387874455191195,0.0099096465855836868,0.064506947994232178,0.0077396831475198269,0.025689281523227692,0.0026084205601364374,0.02676774375140667,0.10451039671897888,0.0052482937462627888,0.019172808155417442,0.00028393344837240875,60,60176
AnnualReport-10K/Filing Date - 2003-Mar-26 - NNUTU.PK - Hawaiian Macadamia Nut Or... - 10-K - — - 03616774.pdf,0.1.1,false,0.0133891636505723,0.0041230535134673119,0.010282645002007484,0.051538560539484024,0.012354327365756035,0.011827511712908745,0.029568873345851898,0.0082100452855229378,0.044800110161304474,0.1657688170671463,0.012249625287950039,0.0341588594019413,0.0016665796283632517,60,14609
AnnualReport-10K/Filing Date - 2013-Nov-13 - URBF.PK - Urban Barns Foods Inc - 10-K - — - 131214108.pdf,0.1.1,false,0.011081905104219913,0.0065234322100877762,0.013893378898501396,0.014095659367740154,0.011880863457918167,0.018770895898342133,0.04273713007569313,0.010018933564424515,0.062670595943927765,0.15285101532936096,0.013278762809932232,0.043772689998149872,0.00026493208133615553,60,15378
AnnualReport-10K/Filing Date - 2016-Mar-30 - MJNE.PK - MJ Holdings Inc - 10-K - ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF T... - 161538094.pdf,0.1.1,false,0.013160298578441143,0.0031120851635932922,0.0047624101862311363,0.0037307718303054571,0.0018741369713097811,0.0039970786310732365,0.055450987070798874,0.0060971840284764767,0.064264155924320221,0.17987413704395294,0.0099737085402011871,0.049018535763025284,0.0002121096767950803,60,16402
AnnualReport-10K/Filing Date - 2003-Mar-31 - — - Scotia Pacific Company LL... - 10-K - — - 03626966.pdf,0.1.1,false,0.0073595000430941582,0.030448261648416519,0.032369799911975861,0.13283932209014893,0.025454679504036903,0.011550516821444035,0.0320780947804451,0.0078205317258834839,0.0498536117374897,0.15471848845481873,0.005795204546302557,0.025381680577993393,0.00015367439482361078,60,14868
AnnualReport-10K/Filing Date - 2019-Feb-27 - SITE.N - SiteOne Landscape Supply ... - 10-K - — - 19635681.pdf,0.1.1,false,0.015961192548274994,0.01323096826672554,0.006217482965439558,0.026740692555904388,0.012055112980306149,0.018495041877031326,0.044170644134283066,0.0047709071077406406,0.059939127415418625,0.17089112102985382,0.016680249944329262,0.052220486104488373,0.00012796872761100531,60,39444
AnnualReport-10K/Filing Date - 2006-Mar-15 - — - Scotia Pacific Company LL... - 10-K - — - 06686356.pdf,0.1.1,false,0.005148204043507576,0.020273961126804352,0.019854314625263214,0.1529000997543335,0.026438433676958084,0.010637837462127209,0.037715639919042587,0.008748604916036129,0.042087476700544357,0.13434068858623505,0.0035415475722402334,0.028426343575119972,0.00028457609005272388,60,25109
AnnualReport-10K/Filing Date - 2018-Jul-13 - SHMP.PK - NaturalShrimp Inc - 10-K - — - 18951567.pdf,0.1.1,false,0.011585775762796402,0.0095786852762103081,0.0072267423383891582,0.040516365319490433,0.010025502182543278,0.014079607091844082,0.036182552576065063,0.0044183013960719109,0.062145307660102844,0.17947399616241455,0.010984774678945541,0.032056927680969238,0.00017505048890598118,60,31765
AnnualReport-10K/Filing Date - 2006-Nov-28 - — - Minn-Dak Farmers Cooperat... - 10-K - — - 061242454.pdf,0.1.1,false,0.0048590186052024364,0.01123282965272665,0.0095834983512759209,0.01323047187179327,0.057910449802875519,0.013195021077990532,0.05211007222533226,0.0073127760551869869,0.034230116754770279,0.16213873028755188,0.0099430400878191,0.0273605864495039,0.00053362303879112,60,32021
