,0,1,2,3,4
103,BHIL.N,31-Dec-2022,US,Agricultural Biotechnology,23739336
104,RIBT.PK,31-Dec-2022,US,Food Processing (NEC),23739257
105,LSF.A,31-Dec-2022,US,Vegan & Vegetarian Food Manufacturing,23739040
106,NATR.OQ,31-Dec-2022,US,Special Foods & Wellbeing Products,23738174
107,BBXIA.PK,31-Dec-2022,US,Chocolate & Confectionery,23735887
108,VFF.OQ,31-Dec-2022,CA,"Vegetable, Fruit & Nut Farming",23719747
109,XXII.OQ,31-Dec-2022,US,Tobacco (NEC),23718090
110,SOVO.OQ,31-Dec-2022,US,Food Ingredients,23716767
111,GGROU.PK,31-Dec-2022,US,Food Processing (NEC),23715314
112,USBFU.PK,31-Dec-2022,US,Meat Processing,23702278
113,UTZ.N,01-Jan-2023,US,Snack Food & Non-Chocolate Confectionary,23699613
114,BRFH.OQ,31-Dec-2022,US,Non-Alcoholic Beverages (NEC),23699021
115,CELH.OQ,31-Dec-2022,US,Non-Alcoholic Beverages (NEC),23694973
116,SOY.TO,31-Dec-2022,CA,Vegan & Vegetarian Food Manufacturing,23694862
117,BYND.OQ,31-Dec-2022,US,Vegan & Vegetarian Food Manufacturing,23693761
118,MNST.OQ,31-Dec-2022,US,Energy Drinks,23692473
119,TR.N,31-Dec-2022,US,Chocolate & Confectionery,23690848
120,FRPT.OQ,31-Dec-2022,US,Pet Food Manufacturing,23686896
121,BGS.N,31-Dec-2022,US,Food Processing (NEC),23686086
122,USNA.N,31-Dec-2022,US,Special Foods & Wellbeing Products,23684024
123,DAR.N,31-Dec-2022,US,Food Processing (NEC),23676439
124,IFF.N,31-Dec-2022,US,Food Ingredients,23675280
125,MO.N,31-Dec-2022,US,Cigars & Cigarette Manufacturing,23673046
126,BG.N,31-Dec-2022,BM,Food Processing (NEC),23667463
127,ANDE.OQ,31-Dec-2022,US,Fishing & Farming Wholesale,23660481
128,KDP.OQ,31-Dec-2022,US,Non-Alcoholic Beverages (NEC),23659708
129,MGPI.OQ,31-Dec-2022,US,Distillers & Wineries (NEC),23655956
130,SITE.N,01-Jan-2023,US,Agriculture Support Services,23655767
131,SAM.N,31-Dec-2022,US,Brewers (NEC),23654099
132,FDP.N,30-Dec-2022,KY,Fishing & Farming (NEC),23653037
133,FLO.N,31-Dec-2022,US,Bread & Bakery Product Manufacturing,23651135
134,MED.N,31-Dec-2022,US,Special Foods & Wellbeing Products,23649111
135,VGR.N,31-Dec-2022,US,Tobacco (NEC),23648910
136,K.N,31-Dec-2022,US,Food Processing (NEC),23648387
137,TWNK.OQ^K23,31-Dec-2022,US,Bread & Bakery Product Manufacturing,23648374
138,KO.N,31-Dec-2022,US,Non-Alcoholic Beverages (NEC),23648026
139,TAP.N,31-Dec-2022,US,Brewers (NEC),23646164
140,HSY.N,31-Dec-2022,US,Food Processing (NEC),23642044
141,KHC.OQ,31-Dec-2022,US,Food Processing (NEC),23637157
142,HLF.N,31-Dec-2022,KY,Special Foods & Wellbeing Products,23629714
143,YCRM.PK,31-Oct-2022,US,Frozen Food Manufacturing,23631161
144,SEB.A,31-Dec-2022,US,Food Processing (NEC),23629843
145,THS.N,31-Dec-2022,US,Food Processing (NEC),23618800
146,PM.N,31-Dec-2022,US,Tobacco (NEC),23608622
147,PPC.OQ,25-Dec-2022,US,Meat Processing,23606948
148,PEP.OQ,31-Dec-2022,US,Carbonated Soft Drinks,23600333
149,WUYI.PK^I22,31-Aug-2022,US,Non-Alcoholic Beverages (NEC),23592435
150,MDLZ.OQ,31-Dec-2022,US,Food Processing (NEC),23584572
151,BRID.OQ,28-Oct-2022,US,Food Processing (NEC),23558542
152,MKC.N,30-Nov-2022,US,Food Processing (NEC),23558468
153,NUZE.OQ,30-Sep-2022,US,Coffee & Tea,221485704
154,AVO.OQ,31-Oct-2022,US,"Vegetable, Fruit & Nut Farming",221482264
155,LMNR.OQ,31-Oct-2022,US,Agriculture Support Services,221482009
156,CVGW.OQ,31-Oct-2022,US,Fruit & Vegetable Processing,221475799
157,ALCO.OQ,30-Sep-2022,US,"Vegetable, Fruit & Nut Farming",221459825
158,HRL.N,30-Oct-2022,US,Meat Processing,221447274
159,JJSF.OQ,24-Sep-2022,US,Snack Food & Non-Chocolate Confectionary,221411295
160,CENT.OQ,24-Sep-2022,US,Pet Food Manufacturing,221410237
161,POST.N,30-Sep-2022,US,Breakfast Cereal Manufacturing,221399335
162,BRBR.N,30-Sep-2022,US,Special Foods & Wellbeing Products,221399381
163,TSN.N,01-Oct-2022,US,Meat Processing,221380011
164,CHSCP.OQ,31-Aug-2022,US,Fishing & Farming (NEC),221352767
165,AAGH.PK,30-Jun-2022,US,Special Foods & Wellbeing Products,221346934
166,SMPL.OQ,27-Aug-2022,US,Special Foods & Wellbeing Products,221323023
167,FTLF.OQ,31-Dec-2021,US,Special Foods & Wellbeing Products,221308846
168,WUYI.PK^I22,31-Aug-2021,US,Non-Alcoholic Beverages (NEC),221277625
169,NGTF.PK,30-Jun-2022,US,Frozen Food Manufacturing,221276807
170,NAPA.N,31-Jul-2022,US,Wineries,221276338
171,SANW.OQ,30-Jun-2022,US,Grain (Crop) Production,221275461
172,CSGN.PK^H09,30-Jun-2022,US,Food Processing (NEC),221261835
173,MJHI.PK,31-May-2022,US,Fishing & Farming (NEC),221261266
174,CPB.N,31-Jul-2022,US,Food Processing (NEC),221257864
175,—,31-May-2022,US,Energy Drinks,221241554
176,VWE.OQ,30-Jun-2022,US,Wineries,221241187
177,FARM.OQ,30-Jun-2022,US,Coffee & Tea,221222584
178,HAIN.OQ,30-Jun-2022,US,Food Ingredients,221197930
179,LANC.OQ,30-Jun-2022,US,Food Ingredients,221192994
180,JBSS.OQ,30-Jun-2022,US,Chocolate & Confectionery,221191672
181,CGSI.PK,30-Apr-2022,US,Agriculture Support Services,221164727
