,0,1,2,3,4
28,—,31-Dec-2016,US,Cigars & Cigarette Manufacturing,17729470
29,MMMB.OQ,31-Jan-2017,US,Meat Processing,17710099
30,APFH.K^F17,31-Dec-2016,US,Food Processing (NEC),17679280
31,IFF.N,31-Dec-2016,US,Food Ingredients,17649408
32,DAR.N,31-Dec-2016,US,Food Processing (NEC),17648248
33,MO.N,31-Dec-2016,US,Cigars & Cigarette Manufacturing,17640874
34,PEP.OQ,31-Dec-2016,US,Carbonated Soft Drinks,17615040
35,NBEVQ.PK,31-Dec-2015,US,Non-Alcoholic Beverages (NEC),161558822
36,FIFG.PK,31-Dec-2015,US,Chocolate & Confectionery,161534802
37,MTEX.OQ,31-Dec-2015,US,Special Foods & Wellbeing Products,161505524
38,USNA.N,02-Jan-2016,US,Special Foods & Wellbeing Products,161473170
39,INGR.N,31-Dec-2015,US,Food Processing (NEC),161441404
40,LMNR.OQ,31-Oct-2015,US,Agriculture Support Services,161336499
41,EAST.OQ,31-Dec-2014,US,Distilleries,15739893
42,MJTK.PK^D21,31-Dec-2014,US,Business Support Services (NEC),15735350
43,USNA.N,03-Jan-2015,US,Special Foods & Wellbeing Products,15707064
44,VGR.N,31-Dec-2014,US,Tobacco (NEC),15671822
45,INGR.N,31-Dec-2014,US,Food Processing (NEC),15636583
46,XXII.OQ,31-Dec-2014,US,Tobacco (NEC),15581962
47,ROAG.PK,31-Dec-2013,US,Distillers & Wineries (NEC),14765848
48,PACV.PK,31-Dec-2013,US,Food Processing (NEC),14731236
49,—,31-Dec-2013,US,Non-Alcoholic Beverages (NEC),14725955
50,MTEX.OQ,31-Dec-2013,US,Special Foods & Wellbeing Products,14701207
51,PF.N^J18,29-Dec-2013,US,Fruit & Vegetable Processing,14672163
52,DFODQ.PK^F21,31-Dec-2013,US,Food Processing (NEC),14637944
53,BOBE.OQ^A18,26-Apr-2013,US,Food Processing (NEC),13927437
54,JAMN.PK,31-Jan-2013,US,Coffee & Tea,13847228
55,SLVH.PK^G20,31-Dec-2012,US,Food Processing (NEC),13761787
56,MENB.PK,31-Dec-2012,US,Brewers (NEC),13730768
57,PARF.PK^L21,31-Dec-2012,US,Snack Food & Non-Chocolate Confectionary,13722842
58,GLUC.PK,31-Dec-2012,US,Special Foods & Wellbeing Products,13709899
59,CHSCP.OQ,31-Aug-2012,US,Fishing & Farming (NEC),121185798
60,FARM.OQ,30-Jun-2012,US,Coffee & Tea,121081207
61,GIS.N,27-May-2012,US,Food Processing (NEC),12944431
62,BNNY.N^J14,31-Mar-2012,US,Food Processing (NEC),12898119
63,NXTH.PK,31-Dec-2011,US,Food Processing (NEC),12761009
64,—,31-Dec-2011,US,Special Foods & Wellbeing Products,12751999
65,TAP.N,31-Dec-2011,US,Brewers (NEC),12639689
66,HLF.N,31-Dec-2011,KY,Special Foods & Wellbeing Products,12627161
67,CVGW.OQ,31-Oct-2011,US,Fruit & Vegetable Processing,12529268
68,GGBL.PK,31-Jul-2011,US,Grain (Crop) Production,111206207
69,SANW.OQ,30-Jun-2011,US,Grain (Crop) Production,111108098
70,DLMCF.PK^H09,01-May-2011,US,Pet Food Manufacturing,11970465
71,SWRI.PK,31-Dec-2009,US,Bottled Water & Ice,11912870
72,UOLI.PK,31-Dec-2010,US,Coffee & Tea,11721434
73,—,31-Dec-2010,US,Special Foods & Wellbeing Products,11688597
74,TR.N,31-Dec-2010,US,Chocolate & Confectionery,11651267
75,KDP.OQ,31-Dec-2010,US,Non-Alcoholic Beverages (NEC),11628294
76,IPSU.OQ^F12,30-Sep-2010,US,Sugar & Artificial Sweeteners,101276479
77,TSN.N,02-Oct-2010,US,Meat Processing,101207228
78,FCTOA.PK^J19,31-Dec-2009,US,Food Processing (NEC),10751717
79,ASWV.PK^I16,31-Dec-2009,US,Food Processing (NEC),10733718
80,YUII.PK,31-Dec-2009,US,Poultry Farming,10715889
81,—,02-Jan-2010,US,Food Processing (NEC),10705086
82,HOGS.OQ^F13,31-Dec-2009,US,Meat Processing,10680262
83,KDP.OQ,31-Dec-2009,US,Non-Alcoholic Beverages (NEC),10641768
84,FIZZ.OQ,02-May-2009,US,Non-Alcoholic Beverages (NEC),09948211
85,RNFU.PK^F19,31-Mar-2009,US,Fishing & Farming (NEC),09891300
86,PSGI.PK^E12,31-Dec-2008,US,Bottled Water & Ice,09754147
87,CHFR.PK^D19,31-Dec-2008,US,"Vegetable, Fruit & Nut Farming",09748194
88,TBV.BE^H11,31-Dec-2008,US,Special Foods & Wellbeing Products,09719488
89,HJOE.PK^K16,31-Dec-2008,US,Non-Alcoholic Beverages (NEC),09712122
90,IPSU.OQ^F12,30-Sep-2008,US,Sugar & Artificial Sweeteners,081248525
91,DKGW.PK^H09,31-Jul-2008,US,Food Processing (NEC),081148376
92,JBSS.OQ,26-Jun-2008,US,Chocolate & Confectionery,081046380
93,SFD.N^I13,27-Apr-2008,US,Meat Processing,08919726
94,FMBV.PK,31-Dec-2007,US,Non-Alcoholic Beverages (NEC),08842385
95,YSYB.PK^F19,31-Dec-2007,US,Food Processing (NEC),08725079
96,DKGW.PK^H09,31-Jul-2007,US,Food Processing (NEC),071197318
97,GIS.N,27-May-2007,US,Food Processing (NEC),071003849
98,—,28-Feb-2007,US,Chocolate & Confectionery,07847778
99,NATLP.PK^H04,31-Dec-2006,US,Tobacco (NEC),07728658
100,CEDCQ.PK^F13,31-Dec-2006,US,Distillers & Wineries (NEC),07695863
101,BEAM.N^E14,31-Dec-2006,US,Distilleries,07659843
102,MENB.PK,31-Dec-2005,US,Brewers (NEC),06762461
103,—,31-Dec-2005,US,Pet Food Manufacturing,06720524
104,BG.N,31-Dec-2005,BM,Food Processing (NEC),06689193
105,PAS.N^C10,31-Dec-2005,US,Non-Alcoholic Beverages (NEC),06667538
106,CRVP.A^C18,31-Oct-2005,US,Bottled Water & Ice,06562713
107,GBURQ.PK^D06,30-Sep-2005,US,Food Processing (NEC),051269771
108,ASCS.PK,31-Aug-2005,US,Food Processing (NEC),051224287
109,COKE.OQ,02-Jan-2005,US,Non-Alcoholic Beverages (NEC),05682114
110,SEB.A,31-Dec-2004,US,Food Processing (NEC),05661519
111,RUM.A^D06,30-Sep-2004,US,Brewers (NEC),041217498
112,DKGW.PK^H09,31-Jul-2004,US,Food Processing (NEC),041106439
113,HNFSA.PK,30-May-2004,US,Frozen Food Manufacturing,041005870
114,HNZ.N^F13,28-Apr-2004,US,Food Processing (NEC),04869037
115,GBURQ.PK^D06,30-Sep-2003,US,Food Processing (NEC),031076207
116,ASCS.PK,31-Aug-2003,US,Food Processing (NEC),031024734
117,PENX.OQ^C15,31-Aug-2003,US,Flour Milling,031018852
118,CHSCP.OQ,31-Aug-2003,US,Fishing & Farming (NEC),031016707
119,ALCO.OQ,31-Aug-2003,US,"Vegetable, Fruit & Nut Farming",031012636
120,PPC.OQ,27-Sep-2003,US,Meat Processing,031009597
121,SHDBQ.PK^C16,31-Jul-2003,US,Chocolate & Confectionery,03964446
122,STSU.PK^H10,31-Jul-2003,US,Sugar & Artificial Sweeteners,03962724
123,DKGW.PK^H09,31-Jul-2003,US,Food Processing (NEC),03962385
124,CPB.N,03-Aug-2003,US,Food Processing (NEC),03935253
125,HAIN.OQ,30-Jun-2003,US,Food Ingredients,03915728
126,VINT.OQ^G04,30-Jun-2003,US,Distillers & Wineries (NEC),03915345
127,MOND.OQ^L04,30-Jun-2003,US,Distillers & Wineries (NEC),03913096
128,RVFD.OQ^I04,29-Jun-2003,US,Food Processing (NEC),03893304
129,—,31-Mar-2003,US,Distillers & Wineries (NEC),03767684
130,NATLP.PK^H04,31-Dec-2002,US,Tobacco (NEC),03630373
131,PBG.N^C10,28-Dec-2002,US,Non-Alcoholic Beverages (NEC),03624433
132,LANC.OQ,30-Jun-2002,US,Food Ingredients,02772243
133,FIZZ.OQ,27-Apr-2002,US,Non-Alcoholic Beverages (NEC),02712498
134,BVAH.PK^C04,31-Dec-2001,US,"Vegetable, Fruit & Nut Farming",02608994
135,RELV.PK,31-Dec-2001,US,Special Foods & Wellbeing Products,02590199
136,KO.N,31-Dec-2001,US,Non-Alcoholic Beverages (NEC),02571885
137,TSN.N,29-Sep-2001,US,Meat Processing,01821995
